iter	Passed	Remaining
379	1696	2767
380	1700	2762
381	1704	2757
382	1708	2752
383	1713	2748
384	1717	2743
385	1721	2738
386	1725	2733
387	1730	2729
388	1734	2724
389	1738	2719
390	1742	2714
391	1746	2709
392	1750	2704
393	1755	2700
394	1760	2696
395	1764	2691
396	1769	2686
397	1773	2682
398	1777	2677
399	1781	2672
400	1785	2667
401	1790	2662
402	1794	2659
403	1799	2654
404	1803	2649
405	1807	2645
406	1812	2640
407	1816	2635
408	1820	2630
409	1824	2626
410	1829	2621
411	1833	2616
412	1837	2611
413	1841	2606
414	1845	2601
415	1849	2596
416	1854	2592
417	1858	2587
418	1862	2582
419	1866	2577
420	1870	2572
421	1874	2568
422	1879	2564
423	1884	2559
424	1888	2555
425	1892	2550
426	1897	2545
427	1901	2541
428	1906	2538
429	1910	2533
430	1915	2528
431	1920	2524
432	1925	2521
433	1929	2516
434	1934	2512
435	1939	2508
436	1943	2504
437	1948	2499
438	1952	2494
439	1956	2490
440	1961	2485
441	1965	2481
442	1970	2477
443	1974	2473
444	1979	2468
445	1984	2464
446	1988	2460
447	1993	2456
448	1997	2451
449	2002	2447
450	2006	2442
451	2010	2437
452	2014	2432
453	2019	2428
454	2023	2423
455	2027	2418
456	2031	2414
457	2036	2409
458	2040	2405
459	2044	2400
460	2049	2395
461	2053	2391
462	2057	2386
463	2061	2381
464	2066	2377
465	2070	2373
466	2075	2369
467	2080	2364
468	2084	2359
469	2088	2355
470	2093	2350
471	2097	2346
472	2101	2340
473	2105	2336
474	2109	2331
475	2114	2327
476	2118	2323
477	2123	2319
478	2128	2314
479	2131	2309
480	2137	2306
481	2141	2301
482	2146	2297
483	2150	2293
484	2155	2288
485	2160	2284
486	2164	2279
487	2169	2276
488	2173	2271
489	2177	2266
490	2182	2262
491	2186	2257
492	2190	2252
493	2195	2248
494	2199	2244
495	2203	2239
496	2207	2234
497	2212	2229
498	2216	2225
499	2220	2220
500	2225	2216
501	2229	2211
502	2233	2206
503	2237	2202
504	2242	2197
505	2246	2193
506	2251	2189
507	2256	2184
508	2260	2180
509	2264	2175
510	2268	2170
511	2272	2166
512	2277	2161
513	2281	2157
514	2286	2152
515	2291	2148
516	2295	2144
517	2299	2139
518	2303	2134
519	2307	2130
520	2312	2125
521	2316	2121
522	2320	2116
523	2324	2111
524	2329	2107
525	2333	2102
526	2337	2097
527	2342	2094
528	2347	2089
529	2351	2085
530	2356	2081
531	2360	2076
532	2365	2072
533	2370	2068
534	2375	2064
535	2379	2060
536	2383	2055
537	2388	2050
538	2392	2046
539	2397	2041
540	2401	2037
541	2405	2032
542	2409	2027
543	2414	2023
544	2418	2018
545	2422	2014
546	2426	2009
547	2430	2004
548	2434	2000
549	2439	1996
550	2444	1992
551	2449	1988
552	2453	1983
553	2458	1978
554	2462	1974
555	2466	1969
556	2471	1965
557	2476	1961
558	2480	1957
559	2485	1952
560	2489	1948
561	2493	1943
562	2498	1939
563	2503	1934
564	2507	1930
565	2512	1926
566	2516	1922
567	2521	1917
568	2525	1913
569	2530	1909
570	2535	1904
571	2539	1900
572	2544	1895
573	2548	1891
574	2552	1886
575	2556	1882
576	2560	1877
577	2565	1873
578	2570	1869
579	2575	1865
580	2580	1860
581	2584	1856
582	2588	1851
583	2593	1847
584	2597	1842
585	2601	1838
586	2605	1833
587	2610	1828
588	2614	1824
589	2618	1819
590	2622	1814
591	2626	1810
592	2630	1805
593	2635	1801
594	2640	1797
595	2645	1793
596	2649	1788
597	2654	1784
598	2658	1779
599	2664	1776
600	2669	1772
601	2673	1767
602	2677	1763
603	2682	1758
604	2686	1753
605	2690	1749
606	2695	1745
607	2700	1741
608	2704	1736
609	2708	1731
610	2713	1727
611	2717	1723
612	2722	1718
613	2729	1715
614	2733	1711
615	2737	1706
616	2741	1701
617	2746	1697
618	2750	1692
619	2754	1688
620	2758	1683
621	2763	1679
622	2768	1675
623	2773	1670
624	2777	1666
625	2781	1661
626	2786	1657
627	2790	1652
628	2794	1648
629	2799	1643
630	2803	1639
631	2807	1634
632	2811	1630
633	2815	1625
634	2820	1621
635	2824	1616
636	2829	1612
637	2833	1607
638	2838	1603
639	2843	1599
640	2847	1594
641	2851	1590
642	2856	1585
643	2861	1581
644	2865	1577
645	2870	1573
646	2874	1568
647	2879	1564
648	2883	1559
649	2887	1554
650	2891	1550
651	2897	1546
652	2902	1542
653	2907	1538
654	2911	1533
655	2916	1529
656	2920	1524
657	2925	1520
658	2930	1516
659	2935	1512
660	2939	1507
661	2944	1503
662	2950	1499
663	2955	1495
664	2961	1491
665	2966	1487
666	2972	1483
667	2977	1479
668	2982	1475
669	2987	1471
670	2993	1467
671	2998	1463
672	3003	1459
673	3007	1454
674	3012	1450
675	3016	1445
676	3021	1441
677	3027	1437
678	3031	1433
679	3036	1428
680	3040	1424
681	3045	1419
682	3049	1415
683	3053	1410
684	3058	1406
685	3063	1402
686	3068	1397
687	3073	1393
688	3077	1388
689	3081	1384
690	3085	1379
691	3090	1375
692	3094	1370
693	3098	1366
694	3103	1361
695	3107	1357
696	3112	1352
697	3117	1348
698	3122	1344
699	3127	1340
700	3131	1335
701	3136	1331
702	3140	1326
703	3145	1322
704	3149	1317
705	3153	1313
706	3158	1309
707	3163	1304
708	3167	1299
709	3171	1295
710	3176	1290
711	3180	1286
712	3185	1282
713	3189	1277
714	3193	1272
715	3197	1268
716	3201	1263
717	3205	1259
718	3209	1254
719	3214	1249
720	3218	1245
721	3222	1240
722	3226	1235
723	3230	1231
724	3234	1227
725	3239	1222
726	3244	1218
727	3249	1213
728	3253	1209
729	3258	1205
730	3263	1200
731	3268	1196
732	3273	1192
733	3278	1188
734	3283	1183
735	3287	1179
736	3292	1174
737	3296	1170
738	3301	1165
739	3305	1161
740	3310	1157
741	3315	1152
742	3319	1148
743	3324	1143
744	3328	1139
745	3332	1134
746	3337	1130
747	3341	1125
748	3345	1121
749	3349	1116
750	3353	1112
751	3358	1107
752	3362	1103
753	3367	1098
754	3372	1094
755	3376	1089
756	3380	1085
757	3385	1080
758	3390	1076
759	3394	1071
760	3398	1067
761	3402	1062
762	3406	1058
763	3411	1053
764	3415	1049
765	3419	1044
766	3423	1039
767	3427	1035
768	3431	1030
769	3435	1026
770	3440	1021
771	3444	1017
772	3449	1012
773	3453	1008
774	3457	1003
775	3461	999
776	3465	994
777	3470	990
778	3475	985
779	3480	981
780	3484	977
781	3488	972
782	3492	968
783	3497	963
784	3501	959
785	3505	954
786	3509	949
787	3513	945
788	3518	940
789	3522	936
790	3527	932
791	3532	927
792	3536	923
793	3540	918
794	3544	914
795	3548	909
796	3552	904
797	3557	900
798	3561	896
799	3566	891
800	3570	887
801	3574	882
802	3578	878
803	3582	873
804	3587	868
805	3591	864
806	3595	859
807	3599	855
808	3604	850
809	3608	846
810	3612	841
811	3617	837
812	3621	832
813	3625	828
814	3629	823
815	3634	819
816	3639	815
817	3643	810
818	3648	806
819	3652	801
820	3656	797
821	3660	792
822	3665	788
823	3670	783
824	3675	779
825	3679	775
826	3683	770
827	3687	765
828	3691	761
829	3695	756
830	3700	752
831	3704	748
832	3710	743
833	3714	739
834	3718	734
835	3723	730
836	3727	725
837	3731	721
838	3736	716
839	3740	712
840	3744	707
841	3748	703
842	3753	698
843	3757	694
844	3761	690
845	3766	685
846	3771	681
847	3775	676
848	3779	672
849	3783	667
850	3787	663
851	3792	658
852	3796	654
853	3800	649
854	3804	645
855	3808	640
856	3812	636
857	3816	631
858	3821	627
859	3825	622
860	3830	618
861	3835	614
862	3839	609
863	3843	605
864	3848	600
865	3852	596
866	3856	591
867	3860	587
868	3865	582
869	3869	578
870	3873	573
871	3877	569
872	3881	564
873	3886	560
874	3890	555
875	3895	551
876	3899	546
877	3905	542
878	3910	538
879	3915	533
880	3920	529
881	3924	525
882	3929	520
883	3933	516
884	3937	511
885	3941	507
886	3946	502
887	3950	498
888	3955	493
889	3960	489
890	3965	485
891	3969	480
892	3973	476
893	3977	471
894	3982	467
895	3986	462
896	3990	458
897	3995	453
898	3999	449
899	4003	444
900	4008	440
901	4012	435
902	4016	431
903	4021	427
904	4025	422
905	4029	418
906	4033	413
907	4037	409
908	4042	404
909	4046	400
910	4050	395
911	4055	391
912	4060	386
913	4064	382
914	4068	377
915	4072	373
916	4076	368
917	4080	364
918	4084	360
919	4089	355
920	4093	351
921	4098	346
922	4102	342
923	4107	337
924	4111	333
925	4115	328
926	4120	324
927	4124	320
928	4129	315
929	4134	311
930	4139	306
931	4143	302
932	4148	297
933	4152	293
934	4156	288
935	4161	284
936	4166	280
937	4170	275
938	4175	271
939	4179	266
940	4183	262
941	4187	257
942	4191	253
943	4195	248
944	4200	244
945	4204	239
946	4208	235
947	4212	231
948	4216	226
949	4221	222
950	4225	217
951	4229	213
952	4233	208
953	4252	205
954	4259	200
955	4264	196
956	4269	191
957	4273	187
958	4277	182
959	4282	178
960	4286	173
961	4291	169
962	4296	165
963	4301	160
964	4305	156
965	4309	151
966	4314	147
967	4319	142
968	4324	138
969	4328	133
970	4332	129
971	4337	124
972	4341	120
973	4346	116
974	4351	111
975	4355	107
976	4359	102
977	4363	98
978	4368	93
979	4373	89
980	4377	84
981	4381	80
982	4385	75
983	4390	71
984	4394	66
985	4399	62
986	4403	57
987	4407	53
988	4411	49
989	4416	44
990	4420	40
991	4425	35
992	4429	31
993	4434	26
994	4438	22
995	4442	17
996	4447	13
997	4452	8
998	4487	4
999	4498	0
