iter	Logloss
372	0.3473740547
373	0.3471802498
374	0.3464686933
375	0.3460939376
376	0.3456126774
377	0.3454442533
378	0.3450802803
379	0.3445719957
380	0.3441895141
381	0.3439543647
382	0.3437412245
383	0.3434911219
384	0.3433695933
385	0.3432436787
386	0.3424690632
387	0.3422723041
388	0.3420908781
389	0.3411888861
390	0.3410306337
391	0.3409241188
392	0.340760498
393	0.3406313425
394	0.3401842667
395	0.3400670232
396	0.3399169184
397	0.3397395969
398	0.3389805503
399	0.3386721991
400	0.3377258633
401	0.3374371868
402	0.3372027086
403	0.336967505
404	0.3367213902
405	0.3366052502
406	0.3365033266
407	0.3363483706
408	0.3362170737
409	0.3360671931
410	0.3359004237
411	0.3357769606
412	0.3356413359
413	0.3349731206
414	0.3348611472
415	0.334712725
416	0.3345525918
417	0.3343711836
418	0.3341882307
419	0.3338152942
420	0.3336570064
421	0.3335002926
422	0.3333306097
423	0.3332154968
424	0.3331122672
425	0.3329462817
426	0.3325341347
427	0.3324157253
428	0.3322405474
429	0.3319062382
430	0.3317939987
431	0.3313518666
432	0.3311874478
433	0.3310941299
434	0.3309037054
435	0.3307934333
436	0.3305189029
437	0.3303365023
438	0.3302013505
439	0.3298668775
440	0.3297435281
441	0.3296441113
442	0.3294958056
443	0.3293833513
444	0.3285750841
445	0.3284292162
446	0.3282847015
447	0.3281520843
448	0.3280331961
449	0.3278975514
450	0.3275104835
451	0.3267971639
452	0.3261023224
453	0.3259839701
454	0.325739312
455	0.3249846483
456	0.3246858283
457	0.3245719767
458	0.3243987178
459	0.3237361172
460	0.3236400847
461	0.323505456
462	0.3233922723
463	0.3230990295
464	0.3229147133
465	0.3222973544
466	0.3219323896
467	0.3217927717
468	0.3216720919
469	0.3214283118
470	0.3212932328
471	0.3210252399
472	0.3209225846
473	0.3205833334
474	0.3204681617
475	0.320372011
476	0.3202343861
477	0.3200345489
478	0.319924767
479	0.3197512456
480	0.319630984
481	0.3194523658
482	0.3193738631
483	0.3192521812
484	0.3191321553
485	0.3190533549
486	0.3189375267
487	0.3188154394
488	0.318640237
489	0.318538152
490	0.3184297005
491	0.318297765
492	0.3181848803
493	0.3180369057
494	0.3173587881
495	0.3170816792
496	0.3169132388
497	0.3168109764
498	0.3167023174
499	0.3165901586
500	0.3160583102
501	0.3159851557
502	0.3158169072
503	0.3152318789
504	0.3147064751
505	0.3145710047
506	0.3140239804
507	0.3138931551
508	0.3137699283
509	0.3136662296
510	0.3135749989
511	0.3134194303
512	0.3133020111
513	0.3132008229
514	0.3130968938
515	0.3129634622
516	0.312807621
517	0.3127158882
518	0.3124852055
519	0.3123745218
520	0.312229917
521	0.31215309
522	0.312040372
523	0.3117846014
524	0.3115915025
525	0.3112799866
526	0.3111813824
527	0.3109117937
528	0.3108144428
529	0.3107091734
530	0.3106001655
531	0.3101257513
532	0.3095636133
533	0.3094754534
534	0.3093904565
535	0.3092951099
536	0.3091893372
537	0.3090753429
538	0.3089683978
539	0.3083602001
540	0.3082190507
541	0.3079203138
542	0.3078174243
543	0.3076691471
544	0.3075484769
545	0.3074211432
546	0.3072817477
547	0.307196629
548	0.3070810597
549	0.3069627047
550	0.3068482692
551	0.3067031538
552	0.3066142226
553	0.3065121396
554	0.3063875425
555	0.3062952774
556	0.3060779047
557	0.305632045
558	0.3055264984
559	0.3054331653
560	0.305131825
561	0.3049734064
562	0.3048175452
563	0.3047249795
564	0.3046009627
565	0.3045197499
566	0.3044138491
567	0.3043043253
568	0.3042041481
569	0.3041211858
570	0.3040070949
571	0.3039360203
572	0.3038248132
573	0.3037455555
574	0.3035797349
575	0.3035011389
576	0.3033797532
577	0.3032861987
578	0.3031621043
579	0.3030761488
580	0.3029502728
581	0.3028429425
582	0.3026671922
583	0.3022038522
584	0.3021119601
585	0.3019899677
586	0.3018918057
587	0.3018146115
588	0.3016536124
589	0.3012491402
590	0.301142047
591	0.3010541716
592	0.3009211698
593	0.3008673106
594	0.3007375041
595	0.3006533965
596	0.3002602038
597	0.3001412214
598	0.3000917675
599	0.3000061798
600	0.299868111
601	0.2995316283
602	0.2994393643
603	0.2993368422
604	0.2992623662
605	0.2991732945
606	0.2987278892
607	0.2982203969
608	0.2980774057
609	0.2980172053
610	0.2978915004
611	0.2978115859
612	0.2977430553
613	0.2976647527
614	0.2975363936
615	0.2974455401
616	0.2973473973
617	0.297255204
618	0.2971477682
619	0.2970767055
620	0.2969958793
621	0.2969042544
622	0.2968146765
623	0.2967114867
624	0.2965832966
625	0.2965056742
626	0.2964333928
627	0.2962921059
628	0.2962086741
629	0.2961075376
630	0.2959993688
631	0.2959404321
632	0.2954894457
633	0.2953303544
634	0.295194462
635	0.2951348802
636	0.2950477325
637	0.2949720206
638	0.2948444361
639	0.2946973927
640	0.2946137292
641	0.2942892234
642	0.294188035
643	0.2940635328
644	0.294008147
645	0.2938864195
646	0.293782199
647	0.2936876973
648	0.2935189885
649	0.2934307216
650	0.2933597192
651	0.2932495566
652	0.2930657571
653	0.2929763122
654	0.2928780919
655	0.2927740843
656	0.2926903202
657	0.2922911291
658	0.2921939741
659	0.2920544683
660	0.2919504003
661	0.2914426078
662	0.2913213644
663	0.29122553
664	0.2911531919
665	0.2911014623
666	0.2910337905
667	0.290910273
668	0.2908216444
669	0.2906000135
670	0.2899097982
671	0.289840384
672	0.2897552903
673	0.2896655849
674	0.2894775533
675	0.2894143761
676	0.2893351425
677	0.2892062432
678	0.2891316842
679	0.2890747411
680	0.2889439555
681	0.2888322318
682	0.2887341856
683	0.2886774141
684	0.2885531541
685	0.288488465
686	0.288430836
687	0.2880889458
688	0.2876489277
689	0.2875544195
690	0.2874914216
691	0.2871462922
692	0.2870711904
693	0.2869490797
694	0.2868613652
695	0.2867971723
696	0.2867112408
697	0.2865918387
698	0.286489242
699	0.2863565607
700	0.2862985454
701	0.28614359
702	0.286070031
703	0.2856759269
704	0.2855649123
705	0.2855033838
706	0.2852989052
707	0.2851466851
708	0.2850661056
709	0.2849259135
710	0.2847607129
711	0.2846534533
712	0.2845520632
713	0.2844732055
714	0.2843257282
715	0.2841965559
716	0.2841005567
717	0.2840271894
718	0.2839517485
719	0.2838537928
720	0.2836974488
721	0.283626278
722	0.2835323869
723	0.2834017939
724	0.2833112318
725	0.283235002
726	0.2831543199
727	0.2828772728
728	0.2827937157
729	0.2826779765
730	0.2826002474
731	0.2825016489
732	0.2824064759
733	0.2823420287
734	0.2822515095
735	0.2821296841
736	0.2820465986
737	0.2819506525
738	0.2818532091
739	0.2818100208
740	0.2817472505
741	0.2816748383
742	0.2815804703
743	0.2814486136
744	0.2813430036
745	0.281272738
746	0.2811591025
747	0.2810989017
748	0.281009082
749	0.2809447426
750	0.2807883686
751	0.2806775185
752	0.2805900717
753	0.2805369634
754	0.2804716926
755	0.2803626058
756	0.2802374671
757	0.2800196631
758	0.2799075273
759	0.2798311548
760	0.2797552172
761	0.2796748867
762	0.2795746881
763	0.2794757124
764	0.2794104199
765	0.2793356482
766	0.279260702
767	0.2791550935
768	0.279071576
769	0.2790018247
770	0.2789554936
771	0.2788592265
772	0.278782187
773	0.2786715429
774	0.2785490822
775	0.2783260961
776	0.2782737097
777	0.278218581
778	0.2781167286
779	0.2780460552
780	0.2779577644
781	0.2778884745
782	0.2778075368
783	0.2777352949
784	0.2776321192
785	0.2775586482
786	0.2774545487
787	0.2773885502
788	0.2772794498
789	0.277216664
790	0.277158967
791	0.2770673752
792	0.2769776526
793	0.2768733548
794	0.276767527
795	0.2766954102
796	0.2766402271
797	0.2765983176
798	0.2765427732
799	0.2764954817
800	0.2764365834
801	0.276361933
802	0.2762898521
803	0.2761161323
804	0.2760032161
805	0.2758969101
806	0.2758375818
807	0.2757443183
808	0.2756679803
809	0.2755930863
810	0.2754946093
811	0.2754084401
812	0.2753057386
813	0.2752097299
814	0.2750926802
815	0.2749805318
816	0.274874627
817	0.2745303863
818	0.2744402025
819	0.2743478627
820	0.2742518337
821	0.274170243
822	0.2741105598
823	0.2740446115
824	0.2739390394
825	0.2738909492
826	0.2738087308
827	0.2737618943
828	0.2737143653
829	0.2736149988
830	0.2735533536
831	0.2732727875
832	0.2730738554
833	0.2729870637
834	0.2729084765
835	0.2728103198
836	0.2727042158
837	0.2725980819
838	0.2725026257
839	0.2724378053
840	0.2723657325
841	0.2722907069
842	0.2722323678
843	0.2720760317
844	0.2720215929
845	0.2719748172
846	0.2719413942
847	0.271844489
848	0.2717996123
849	0.2717339978
850	0.271648994
851	0.2715681223
852	0.2714803117
853	0.2714026461
854	0.2712673518
855	0.2711786438
856	0.2710879604
857	0.2710147788
858	0.2704157758
859	0.2703543984
860	0.2700145818
861	0.2697542269
862	0.2696725051
863	0.2695956359
864	0.2695108638
865	0.269445452
866	0.2693485165
867	0.2691520312
868	0.2690832428
869	0.268986895
870	0.2689309049
871	0.2688016083
872	0.2686413255
873	0.2685670208
874	0.2685026461
875	0.2683293042
876	0.2682553225
877	0.2681471667
878	0.2680882426
879	0.2679860169
880	0.2678837219
881	0.2677981629
882	0.2677182134
883	0.2676193261
884	0.2675022335
885	0.2674401309
886	0.2673464903
887	0.2672566658
888	0.2671657304
889	0.2670459325
890	0.266812958
891	0.2667334662
892	0.2666610075
893	0.2665959386
894	0.2664949259
895	0.2663286431
896	0.2660784687
897	0.265974751
898	0.2659201131
899	0.2657447376
900	0.2656532424
901	0.2655671029
902	0.2655025863
903	0.2653842607
904	0.2652879694
905	0.2651900209
906	0.2651207474
907	0.2650629254
908	0.2649718638
909	0.2648874058
910	0.264829717
911	0.2647641186
912	0.2646760109
913	0.264603252
914	0.264530336
915	0.2643795394
916	0.2643044496
917	0.2642406094
918	0.2640895551
919	0.2640035928
920	0.2639127536
921	0.263821092
922	0.2637821592
923	0.263707108
924	0.2636044108
925	0.26349957
926	0.2634446609
927	0.2633593885
928	0.2632991482
929	0.2632062342
930	0.2631301891
931	0.2630316395
932	0.2629276901
933	0.2628614981
934	0.262783471
935	0.2626728494
936	0.2625989637
937	0.2625120999
938	0.262194855
939	0.2621023161
940	0.2620290144
941	0.2619422412
942	0.2618493478
943	0.2617757713
944	0.261683762
945	0.2615935816
946	0.2614853763
947	0.2613877847
948	0.2612130985
949	0.2611335214
950	0.2610199776
951	0.260853548
952	0.2607783437
953	0.2607204574
954	0.2606752437
955	0.2605982793
956	0.2605552508
957	0.2604545298
958	0.2603083599
959	0.2602665544
960	0.2601962024
961	0.2600962028
962	0.260022933
963	0.2599391633
964	0.2598817754
965	0.2598285505
966	0.2597766897
967	0.2596914515
968	0.259624986
969	0.259545955
970	0.2593527327
971	0.2592903408
972	0.2591940764
973	0.2590287362
974	0.2589711903
975	0.2588972066
976	0.2588032964
977	0.258741393
978	0.2585493606
979	0.2584740978
980	0.2584014641
981	0.2583310521
982	0.2582495999
983	0.2581838182
984	0.2580894718
985	0.2579991544
986	0.2579269901
987	0.25784915
988	0.2577901583
989	0.2577169226
990	0.2576410641
991	0.2575801631
992	0.2575204355
993	0.2574074202
994	0.2573224959
995	0.2572486402
996	0.2571880759
997	0.2571281585
998	0.2570424927
999	0.2567917044
